	_id	challenge_id	community_id	participant_id	type	metrics.stderr	metrics.value	metric	window_size	site_set
82	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:intersection:50nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.63788270512265	Pearson_r	50	intersection
83	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:intersection:50nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.33265963760550415	Spearman_r	50	intersection
84	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Sum_FP_TPM:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	647726.01	Sum_FP_TPM	25	
85	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Percent_FP_TPM:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	95.48207208502302	Percent_FP_TPM	25	
86	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Sensitivity:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.10350211911666295	Sensitivity	25	
87	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Precision:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.0803602355386214	Precision	25	
88	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:F1_score:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.0904747976991323	F1_score	25	
89	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Jaccard_index:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.04738078219136117	Jaccard_index	25	
90	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:all_GT:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.3427774678672843	Pearson_r	25	all_GT
91	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:all_GT:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.14450952111650622	Spearman_r	25	all_GT
92	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:union:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	-0.0031695494806943513	Pearson_r	25	union
93	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:union:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	-0.7284393186761199	Spearman_r	25	union
94	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:intersection:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.64032102088544	Pearson_r	25	intersection
95	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:intersection:25nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.33005923272907806	Spearman_r	25	intersection
96	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Sum_FP_TPM:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	656741.24	Sum_FP_TPM	10	
97	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Percent_FP_TPM:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	96.30351460093667	Percent_FP_TPM	10	
98	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Sensitivity:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.08358242001549873	Sensitivity	10	
99	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Precision:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.06428267347807577	Precision	10	
100	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:F1_score:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.07267301953989797	F1_score	10	
101	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Jaccard_index:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.037706637367027916	Jaccard_index	10	
102	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:all_GT:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.3430046566914623	Pearson_r	10	all_GT
103	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:all_GT:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.13279037519062192	Spearman_r	10	all_GT
104	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:union:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	-0.004861232354657884	Pearson_r	10	union
105	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:union:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	-0.7513248452742991	Spearman_r	10	union
106	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Pearson_r:intersection:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.6625448479199806	Pearson_r	10	intersection
107	APAeval:MmusCortex_adult_R1.TE.mm10:APAtrap:Spearman_r:intersection:10nt	MmusCortex_adult_R1.TE.mm10	APAeval	APAtrap	assessment	0	0.3083587890514383	Spearman_r	10	intersection
108	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sum_FP_TPM:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	770876.55	Sum_FP_TPM	100	
109	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Percent_FP_TPM:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	93.01931603829337	Percent_FP_TPM	100	
110	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sensitivity:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.15584813227189223	Sensitivity	100	
111	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Precision:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.11966146853694852	Precision	100	
112	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:F1_score:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.1353783412385301	F1_score	100	
113	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Jaccard_index:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.07260365157854698	Jaccard_index	100	
114	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:all_GT:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.22070928232143777	Pearson_r	100	all_GT
115	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:all_GT:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.1947883000466855	Spearman_r	100	all_GT
116	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r_relative:all_GT:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.06596926129540005	Pearson_r_relative	100	all_GT
117	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r_relative:all_GT:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.02632654993195576	Spearman_r_relative	100	all_GT
118	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.004207646918524564	Pearson_r	100	union
119	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.6644987445038428	Spearman_r	100	union
120	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r_relative:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.38296390222875837	Pearson_r_relative	100	union
121	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r_relative:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.6795664753970326	Spearman_r_relative	100	union
122	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.39470366450461536	Pearson_r	100	intersection
123	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.33215582714172476	Spearman_r	100	intersection
124	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r_relative:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.858377116841306	Pearson_r_relative	100	intersection
125	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r_relative:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.996126785070194	Spearman_r_relative	100	intersection
126	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sum_FP_TPM:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	794020.0700000001	Sum_FP_TPM	50	
127	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Percent_FP_TPM:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	94.76797334514028	Percent_FP_TPM	50	
128	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sensitivity:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.13308987624264557	Sensitivity	50	
129	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Precision:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.09954476479514415	Precision	50	
130	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:F1_score:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.11389877593541106	F1_score	50	
131	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Jaccard_index:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.060388474638681765	Jaccard_index	50	
132	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:all_GT:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.2582836412526705	Pearson_r	50	all_GT
133	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:all_GT:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.18386825891100136	Spearman_r	50	all_GT
