	_id	challenge_id	community_id	participant_id	type	metrics.stderr	metrics.value	metric	window_size	site_set
10	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.004171496149991353	Pearson_r	100	union
11	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.6640051444588346	Spearman_r	100	union
12	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r_relative:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.38152395535480466	Pearson_r_relative	100	union
13	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r_relative:union:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.678977029564779	Spearman_r_relative	100	union
14	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.39471249654914187	Pearson_r	100	intersection
15	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.3310215161829772	Spearman_r	100	intersection
16	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r_relative:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.8583876241575019	Pearson_r_relative	100	intersection
17	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r_relative:intersection:100nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.9961325202650867	Spearman_r_relative	100	intersection
18	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sum_FP_TPM:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	794058.04	Sum_FP_TPM	50	
19	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Percent_FP_TPM:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	94.76821043936606	Percent_FP_TPM	50	
20	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sensitivity:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.13308987624264557	Sensitivity	50	
21	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Precision:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.09906372697070372	Precision	50	
22	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:F1_score:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.11358323954635963	F1_score	50	
23	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Jaccard_index:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.06021110601193208	Jaccard_index	50	
24	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:all_GT:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.2582836412526705	Pearson_r	50	all_GT
25	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:all_GT:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.18386825891100136	Spearman_r	50	all_GT
26	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:union:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.005306311410812308	Pearson_r	50	union
27	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:union:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.6942903713717551	Spearman_r	50	union
28	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:intersection:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.4958488079537069	Pearson_r	50	intersection
29	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:intersection:50nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.3394512278693425	Spearman_r	50	intersection
30	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sum_FP_TPM:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	803272.3700000001	Sum_FP_TPM	25	
31	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Percent_FP_TPM:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	95.54378816091935	Percent_FP_TPM	25	
32	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sensitivity:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.11311027999595674	Sensitivity	25	
33	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Precision:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.08304883479293454	Precision	25	
34	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:F1_score:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.09577609449223265	F1_score	25	
35	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Jaccard_index:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.05029665587918015	Jaccard_index	25	
36	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:all_GT:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.24148154520067996	Pearson_r	25	all_GT
37	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:all_GT:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.17486391724231404	Spearman_r	25	all_GT
38	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:union:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.006320872418418835	Pearson_r	25	union
39	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:union:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.7157740501023454	Spearman_r	25	union
40	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:intersection:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.46524371056106656	Pearson_r	25	intersection
41	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:intersection:25nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.33702782602153697	Spearman_r	25	intersection
42	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sum_FP_TPM:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	813838.52	Sum_FP_TPM	10	
43	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Percent_FP_TPM:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	96.39914130884958	Percent_FP_TPM	10	
44	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Sensitivity:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.09161225514816675	Sensitivity	10	
45	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Precision:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.06662283585360508	Precision	10	
46	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:F1_score:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.07714430722381999	F1_score	10	
47	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Jaccard_index:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.040119655111736756	Jaccard_index	10	
48	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:all_GT:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.21553518679676284	Pearson_r	10	all_GT
49	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:all_GT:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.16150253725982808	Spearman_r	10	all_GT
50	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:union:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.007609713372474214	Pearson_r	10	union
51	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:union:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	-0.7391341188787935	Spearman_r	10	union
52	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Pearson_r:intersection:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.4544576680798351	Pearson_r	10	intersection
53	APAeval:MmusCortex_adult_R2.all.mm10:APAtrap:Spearman_r:intersection:10nt	MmusCortex_adult_R2.all.mm10	APAeval	APAtrap	assessment	0	0.3398919870067869	Spearman_r	10	intersection
54	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sum_FP_TPM:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	772263.13	Sum_FP_TPM	100	
55	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Percent_FP_TPM:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	93.17086597219067	Percent_FP_TPM	100	
56	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sensitivity:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.16798642533936653	Sensitivity	100	
57	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Precision:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.11578947368421053	Precision	100	
58	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:F1_score:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.13708746826678977	F1_score	100	
59	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Jaccard_index:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.07358771060455897	Jaccard_index	100	
60	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:all_GT:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.2484278436380442	Pearson_r	100	all_GT
61	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:all_GT:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.19004843885474892	Spearman_r	100	all_GT
62	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r_relative:all_GT:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.06404688267818456	Pearson_r_relative	100	all_GT
63	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r_relative:all_GT:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.022594045838485427	Spearman_r_relative	100	all_GT
64	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:union:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.004503568615632535	Pearson_r	100	union
65	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:union:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.6539174360063579	Spearman_r	100	union
66	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r_relative:union:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.3809390579840996	Pearson_r_relative	100	union
67	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r_relative:union:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.6754018708457789	Spearman_r_relative	100	union
68	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:intersection:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.39657586809366174	Pearson_r	100	intersection
69	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:intersection:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.32380331926372513	Spearman_r	100	intersection
70	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r_relative:intersection:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.8583349245118757	Pearson_r_relative	100	intersection
71	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r_relative:intersection:100nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.9961037162965796	Spearman_r_relative	100	intersection
72	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sum_FP_TPM:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	795269.87	Sum_FP_TPM	50	
73	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Percent_FP_TPM:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	94.89330691063749	Percent_FP_TPM	50	
74	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sensitivity:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.14362778152393796	Sensitivity	50	
75	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Precision:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.09647467351098361	Precision	50	
76	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:F1_score:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.11542108828177919	F1_score	50	
77	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Jaccard_index:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.061245028034695934	Jaccard_index	50	
78	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:all_GT:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.2936113494106041	Pearson_r	50	all_GT
79	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:all_GT:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.17778220060080227	Spearman_r	50	all_GT
80	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:union:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.005757201427721504	Pearson_r	50	union
81	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:union:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.6842900580977815	Spearman_r	50	union
82	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:intersection:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.5049540087663982	Pearson_r	50	intersection
83	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:intersection:50nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.3375668180740056	Spearman_r	50	intersection
84	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sum_FP_TPM:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	804444.6599999999	Sum_FP_TPM	25	
85	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Percent_FP_TPM:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	95.65885361297845	Percent_FP_TPM	25	
86	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sensitivity:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.12220232766338407	Sensitivity	25	
87	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Precision:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.08101491208546628	Precision	25	
88	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:F1_score:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.09743475351327235	F1_score	25	
89	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Jaccard_index:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.051212305960699714	Jaccard_index	25	
90	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:all_GT:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.2751315530482598	Pearson_r	25	all_GT
91	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:all_GT:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.17005177017803874	Spearman_r	25	all_GT
92	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:union:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.00689290488038039	Pearson_r	25	union
93	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:union:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.7058410005027912	Spearman_r	25	union
94	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:intersection:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.4756844240481819	Pearson_r	25	intersection
95	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:intersection:25nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.3323222173553844	Spearman_r	25	intersection
96	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sum_FP_TPM:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	814535.79	Sum_FP_TPM	10	
97	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Percent_FP_TPM:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	96.46815005620488	Percent_FP_TPM	10	
98	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Sensitivity:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.09894385769872151	Sensitivity	10	
99	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Precision:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.06501095690284879	Precision	10	
100	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:F1_score:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.07846594666078906	F1_score	10	
101	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Jaccard_index:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.04083505391144758	Jaccard_index	10	
102	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:all_GT:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.24201175946482498	Pearson_r	10	all_GT
103	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:all_GT:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.1590971566373179	Spearman_r	10	all_GT
104	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:union:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.00826520205593811	Pearson_r	10	union
105	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:union:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	-0.7292630127470336	Spearman_r	10	union
106	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Pearson_r:intersection:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.4562030585693509	Pearson_r	10	intersection
107	APAeval:MmusCortex_adult_R2.TE.mm10:APAtrap:Spearman_r:intersection:10nt	MmusCortex_adult_R2.TE.mm10	APAeval	APAtrap	assessment	0	0.3352158219257405	Spearman_r	10	intersection
108	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Sum_FP_TPM:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	615844.6200000001	Sum_FP_TPM	100	
109	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Percent_FP_TPM:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	92.50994827658874	Percent_FP_TPM	100	
110	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Sensitivity:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.1367530083622272	Sensitivity	100	
111	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Precision:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.1230726872246696	Precision	100	
112	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:F1_score:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.12955270022220075	F1_score	100	
113	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Jaccard_index:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.06926295129383812	Jaccard_index	100	
114	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r:all_GT:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.28664528093228564	Pearson_r	100	all_GT
115	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r:all_GT:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.17824161205239317	Spearman_r	100	all_GT
116	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r_relative:all_GT:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.05160565241917421	Pearson_r_relative	100	all_GT
117	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r_relative:all_GT:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.003500521764616231	Spearman_r_relative	100	all_GT
118	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r:union:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	-0.00020537562642680487	Pearson_r	100	union
119	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r:union:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	-0.6751785334626637	Spearman_r	100	union
120	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r_relative:union:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	-0.41618476611936445	Pearson_r_relative	100	union
121	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r_relative:union:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	-0.7053073595515807	Spearman_r_relative	100	union
122	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r:intersection:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.5451993226914507	Pearson_r	100	intersection
123	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r:intersection:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.33635509314081635	Spearman_r	100	intersection
124	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r_relative:intersection:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.7930595813538719	Pearson_r_relative	100	intersection
125	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r_relative:intersection:100nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.9899711503723809	Spearman_r_relative	100	intersection
126	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Sum_FP_TPM:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	637648.47	Sum_FP_TPM	50	
127	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Percent_FP_TPM:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	94.61175103468915	Percent_FP_TPM	50	
128	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Sensitivity:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.11302759740259741	Sensitivity	50	
129	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Precision:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.09824499514948408	Precision	50	
130	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:F1_score:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.10511913187072423	F1_score	50	
131	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Jaccard_index:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.05547532493401723	Jaccard_index	50	
132	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Pearson_r:all_GT:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.29714153834053236	Pearson_r	50	all_GT
133	APAeval:MmusCortex_adult_R1.all.mm10:APAtrap:Spearman_r:all_GT:50nt	MmusCortex_adult_R1.all.mm10	APAeval	APAtrap	assessment	0	0.16209341518989487	Spearman_r	50	all_GT
